ID,total distance,cumulative distance,straightness,msd,intensity use,sinuosity,tac,start,end,time duration (days),julian_start,julian_end
Iste_2018_spring,4184397.29550531,4467353.26452273,0.936661384882073,1865839899173.06,4.73209985361951,0.000501587030214581,2.71958567312738e-08,2018-03-16 05:00:00,2018-03-31 13:00:00,15,75,90
J4107_2018_fall,2648738.63193439,2987364.22291646,0.886647370151777,700666133786.099,3.98032510573196,0.000268981063814292,2.41032329246645e-07,2018-08-28 06:00:00,2018-09-09 07:00:00,12,240,252
Jenny_2015_fall,3302804.01185791,5054657.97749329,0.653417902173441,1583653187976.4,2.92139625486565,0.000641045009473407,3.55211668654245e-08,2015-09-14 05:00:00,2015-10-01 00:00:00,17,257,274
Jenny_2016_fall,3294473.58581683,5424474.29604907,0.607335090188623,1821593533262.56,2.8953451649045,0.001523816732824,1.23086597181647e-08,2016-08-19 05:00:00,2016-09-12 00:00:00,24,232,256
Jenny_2016_spring,3480797.61857234,6180198.93098813,0.563217730924368,1710800676791.05,3.125305760456,0.000325542996893732,1.24371174161583e-07,2016-03-16 05:00:00,2016-04-16 05:00:00,31,76,107
Jenny_2017_fall,3299357.69433735,5228378.30119239,0.631048004614526,1810185152381.42,2.78755668843047,0.00126319447326074,8.3384371019471e-09,2017-09-12 05:00:00,2017-09-30 00:00:00,18,255,273
Jenny_2017_spring,3403677.82312316,6026132.42007103,0.564819619925152,1613750023928,2.97919713549546,0.000520593862055429,3.80617132678186e-08,2017-03-14 02:00:00,2017-04-15 03:00:00,32,73,105
Jenny_2018_fall,3286173.02470279,5006411.44495501,0.656392919526077,2193034538118.3,2.86643071596213,0.000214370002872619,1.4218934801715e-07,2018-09-10 05:00:00,2018-10-04 00:00:00,24,253,277
Jenny_2018_spring,3296073.48085938,5147605.26510453,0.640312011335323,1709488614650.63,2.96407332996691,0.000548527861835492,1.12119216331464e-08,2018-03-04 05:00:00,2018-03-30 05:00:00,26,63,89
Lazaros_2012_fall,3060941.04343003,5646928.42285267,0.542054160106342,1923814051688.41,2.86218907285793,0.000812442187376395,7.93344419762066e-08,2012-09-01 03:00:00,2012-09-22 00:00:00,21,245,266
Levkipos_2012_fall,3236712.11945747,5509048.41615929,0.587526533613946,1252108891476.98,3.17839218244822,0.000862635414564758,8.89633088437014e-07,2012-09-10 05:00:00,2012-10-14 00:00:00,34,254,288
Lidia_2018_fall,3346287.55839984,4724380.63524696,0.708301853037488,841741399585.398,4.73651321919143,0.00118919969765367,7.39912420577562e-07,2018-08-31 08:00:00,2018-11-16 07:00:00,77,243,320
Logiya_2014_fall,3667814.93454814,4332440.08000678,0.846593343892803,1629441459109.99,3.14929956930369,5.21010177309693e-05,1.103703127878e-07,2014-08-23 04:00:00,2014-09-10 00:00:00,18,235,253
Logiya_2014_spring,3406467.31429456,4605850.03450547,0.739595794212677,1283004469642.58,3.23879550049933,0.000888050315965092,3.15323690544742e-07,2014-05-20 04:00:00,2014-06-15 04:00:00,26,140,166
Logiya_2015_fall,3749505.35624082,4552350.88584976,0.823641553619151,1621349104601.61,3.32582651794049,0.000210044442080836,2.26705531917741e-07,2015-09-08 00:00:00,2015-09-22 02:00:00,14,251,265
Logiya_2015_spring,4203783.30196883,10983168.2159439,0.382747784547843,1359363220809.83,5.01605799026884,0.000342318576224025,8.82782502510724e-07,2015-04-17 04:00:00,2015-06-19 04:00:00,63,107,170
Logiya_2016_fall,3973200.75899147,4364330.37442318,0.910380383271648,1793903416392.56,3.85743127763874,0.000546152799683746,1.19823836266682e-08,2016-09-15 00:00:00,2016-09-27 14:00:00,12,259,271
Logiya_2016_spring,4151070.1716723,6110717.83453786,0.679309744627775,2059084365414.05,3.37759524807971,0.000754692154396036,4.96471504373836e-07,2016-04-16 05:00:00,2016-05-09 05:00:00,23,107,130
Logiya_2017_fall,4055741.6141924,4602974.44146794,0.881113216196564,1727449313704.64,3.92588043416277,0.000386040846506861,1.69319900653764e-07,2017-09-15 08:00:00,2017-09-27 00:00:00,12,258,270
Logiya_2017_spring,3882463.19154742,5499482.88526365,0.705968774255272,2438546913432.52,3.08587443151789,0.00156998577399302,1.31406958065358e-07,2017-04-06 04:00:00,2017-04-28 04:00:00,22,96,118
Logiya_2018_fall,3925404.23365672,4187072.76240902,0.937505617026403,1661791427780.66,3.69926098173063,6.52640150654054e-05,3.53057901203495e-08,2018-09-06 10:00:00,2018-09-19 00:00:00,13,249,262
Logiya_2018_spring,3894379.83143162,5298257.45472095,0.735030312270231,1858910595314.75,2.97061699657163,0.000137483421472797,6.93518402161512e-08,2018-03-22 04:00:00,2018-04-09 04:00:00,18,81,99
Malysh_2017_fall,2788683.57582026,2986123.11560345,0.933880978064331,867899363867.149,4.04679896091812,0.000791878318595752,5.29766101032745e-08,2017-09-16 06:00:00,2017-10-02 07:00:00,16,259,275
Orada_2015_fall,4301189.34502961,5435744.67332662,0.791278767403423,2451490798920.51,3.72866135550394,0.000176875098564066,5.30786449990497e-07,2015-08-28 03:00:00,2015-09-27 09:00:00,30,240,270
Orada_2016_fall,4082722.6016926,4456783.97329441,0.916069216313102,1979480762660.83,3.71834839417343,0.000659515285248027,1.40038316343209e-08,2016-09-15 03:00:00,2016-09-29 09:00:00,14,259,273
Orada_2016_spring,4362410.16230015,6449097.97136152,0.67643726016759,2431067770483.4,3.51276706704692,0.00197785141553517,1.08428659626483e-06,2016-03-14 02:00:00,2016-06-05 09:00:00,83,74,157
Ossau_2018_fall,3064030.56078379,3217804.19029017,0.952211626185833,1340380122617.64,4.25654524093338,0.000417058372028,6.77189084728688e-08,2018-09-01 05:00:00,2018-09-15 09:00:00,14,244,258
Paschalis_2013_fall,3395554.88725256,4146905.76174481,0.818816506171069,1530485773996.43,3.24554041272063,0.000321962721592537,3.8186752336764e-08,2013-09-08 04:00:00,2013-09-26 00:00:00,18,251,269
Poiares_2017_fall,2597530.43229918,2694598.37020514,0.963976843829766,572771399787.139,4.17390030370551,0.000167156126781356,1.66498501067743e-09,2017-09-22 08:00:00,2017-10-06 08:00:00,14,265,279
Provence_2017_fall,2898185.78091007,3141865.15580353,0.922441173376478,780539338234.823,4.00568116967786,0.000344358477798963,1.61947388040749e-07,2017-08-14 05:00:00,2017-08-31 05:00:00,17,226,243
Provence_2018_fall,3264593.74617957,3779207.97663536,0.86383013752158,1278026540639.8,3.53696614004856,0.000455210264926901,8.16605151221607e-07,2018-07-19 06:00:00,2018-08-14 06:00:00,26,200,226
Provence_2018_spring,3294817.29193024,4656858.00185112,0.707519381226685,988205250309.182,3.53794768064142,0.000297346834100543,2.95938002529246e-07,2018-03-09 06:00:00,2018-04-06 06:00:00,28,68,96
Quel_2016_fall,3369727.04999306,4212904.63542139,0.799858373641065,1117812792226.9,4.05435873994235,0.000442310350328921,6.31282608478178e-07,2016-09-02 06:00:00,2016-10-26 16:00:00,54,246,300
Rupis_2016_fall,2792567.55578758,2994587.0295202,0.932538452968257,867169472325.6,4.07678233535947,0.00183894443640348,4.43685098362114e-07,2016-09-20 09:00:00,2016-10-10 10:00:00,20,264,284
Rupis_2017_fall,2922301.46717152,3156070.7995213,0.925930263546292,951765969752.227,4.05934838811798,0.00010249447986816,1.53301388538755e-08,2017-09-14 07:00:00,2017-09-29 07:00:00,15,257,272
Rupis_2017_spring,3029082.62791744,3700379.32721927,0.818587058260783,993949873697.953,4.53890240584994,0.000352690899016253,2.51450465157468e-07,2017-04-02 09:00:00,2017-04-18 08:00:00,16,92,108
Rupis_2018_fall,3030039.13153467,3263826.99550475,0.928370019522459,1205777742267.61,4.38746617555728,0.00125420729446122,3.51225736222735e-07,2018-09-22 07:00:00,2018-10-13 08:00:00,21,265,286
Rupis_2018_spring,2536997.19878665,2819810.12635143,0.899704974841439,760477966358.718,3.91977464678239,0.000294695522870919,6.31282359929337e-08,2018-03-19 07:00:00,2018-04-01 07:00:00,13,78,91
Sanie_2013_fall,3404049.87876109,5281158.2905225,0.644565016138592,1749743578731.82,3.02949061932243,0.000403522691143176,1.55440003947106e-07,2013-09-18 09:00:00,2013-10-09 00:00:00,21,261,282
Sanie_2015_spring,3676060.38775946,8279380.30725499,0.444001875905886,1711266980370.06,4.03073474377733,0.000878450459523042,3.66828153202846e-07,2015-05-04 00:00:00,2015-06-18 04:00:00,45,124,169
Sanie_2016_fall,4424187.78216637,6392468.6184398,0.692093781955269,2462008078601.29,3.65207477730092,0.000249076269283573,3.49778766645088e-07,2016-08-21 05:00:00,2016-09-25 04:00:00,35,234,269
Sanie_2016_spring,3865676.41103224,6537830.50062307,0.591278163400509,1639237170956.9,3.48440301503238,0.000357243565282483,3.33610409060787e-07,2016-04-13 00:00:00,2016-05-13 05:00:00,30,104,134
Serhat_2014_fall,4071367.47352259,4611324.99807236,0.882906209218503,1905945612159.53,4.22551245927538,0.00069005071534328,1.74133603390763e-08,2014-09-20 01:00:00,2014-10-08 11:00:00,18,263,281
Spartacus_2010_fall,3563631.57464846,6319509.02001639,0.563909563758993,1808518954319.77,3.14739016362785,0.000196184294867019,7.6852683712751e-07,2010-09-13 11:00:00,2010-11-12 07:00:00,60,256,316
Svetlina_2012_fall,4136473.95131455,6487116.37911598,0.637644480162423,980399307220.882,4.60214439075245,0.00114701199935452,6.76605839259629e-07,2012-09-07 05:00:00,2012-11-05 03:00:00,59,251,310
Tuzluca_2013_fall,3727727.37025091,6216873.06913028,0.599614521448224,1246101132389.84,5.32328087071432,0.000508617062209372,7.23203219633019e-07,2013-08-23,2013-10-10,48,235,283
Tuzluca_2014_fall,3945574.25642691,4214530.61449454,0.936183555733907,1890378136806.69,4.40153574191771,0.000334388370649253,7.05133279018139e-08,2014-09-06,2014-09-26,20,249,269
Tuzluca_2014_spring,3981524.64677845,4947369.80481327,0.804776033298511,1175289722573.08,3.19394238031321,0.000969482380826966,5.56575119310557e-07,2014-04-07 00:00:00,2014-04-29 01:00:00,22,97,119
Tuzluca_2015_fall,4149521.3864029,5213684.12857468,0.795890446001625,1847761144266.84,3.47881712817773,0.0001872709784027,8.67185170674929e-07,2015-07-30 01:00:00,2015-09-29 00:00:00,61,211,272
Tuzluca_2015_spring,4106144.20380037,4888734.10327949,0.839919725035949,1670716266529.74,3.12676839615905,0.00108399219369375,8.33284636559256e-07,2015-01-28 01:00:00,2015-04-05 04:00:00,67,28,95
Tuzluca_2016_spring,3897644.2331208,5176792.71359933,0.752907147099356,1493045435012.96,3.15551510875808,0.000463704298473256,3.71929115181831e-07,2016-03-14 00:00:00,2016-04-15 01:00:00,32,74,106
Volen_2012_fall,3581116.14944314,4560291.54408043,0.785282281807547,1604951366987.05,3.03577486936478,0.00114467341345763,1.64686492699653e-07,2012-09-05 07:00:00,2012-09-26 03:00:00,21,249,270
Volen_2014_spring,3876212.33238113,8098883.35217373,0.478610712591725,1653193253728.81,4.90397094161843,8.77412030232356e-05,7.23921146229561e-07,2014-04-29 05:00:00,2014-06-26 05:00:00,58,119,177
Zuri_2017_fall,3199586.42746494,3500024.97340944,0.914161027927798,1253645713008.66,4.0918660431637,0.000240402230959662,8.40158319686027e-08,2017-09-08 06:00:00,2017-09-22 06:00:00,14,251,265
