"","id.yr.season","study","tag","id","DateTime","long","lat","NSD","ND","utm.e","utm.n","step_dist","home_dist","cumul_dist","time_diff","speed","Day","date","Year","Month","Hour","id.yr","season"
"9079","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-15T06:00:00Z",28.51229,13.56651,5233790,2287.748,1314.849,1512.369,0.0110634636285963,2254.58620354704,4831.40294891059,11,0.00100576942078148,15,2018-10-15 06:00:00,2018,10,6,"Amud_2018","fall"
"9093","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-16T06:00:00Z",28.50697,13.55746,5238955,2288.876,1314.3,1511.342,0.621434968423647,2255.71283912108,4881.07697005093,11,0.0564940880385133,16,2018-10-16 06:00:00,2018,10,6,"Amud_2018","fall"
"9107","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-17T06:00:00Z",28.5385,13.5605,5233230,2287.625,1317.728,1511.788,0.00108236170983176,2254.38542590028,4912.29098715061,11,9.83965190756141e-05,17,2018-10-17 06:00:00,2018,10,6,"Amud_2018","fall"
"9121","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-18T06:00:00Z",28.51396,13.53251,5250289,2291.351,1315.148,1508.585,0.023840426621143,2258.12700424845,4961.81727071356,11,0.002167311511013,18,2018-10-18 06:00:00,2018,10,6,"Amud_2018","fall"
"9135","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-19T06:00:00Z",28.31944,13.58231,5252325,2291.795,1293.774,1513.487,0.0198122973503754,2259.16004103629,5001.80963446781,11,0.00180111794094322,19,2018-10-19 06:00:00,2018,10,6,"Amud_2018","fall"
"9149","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-20T06:00:00Z",28.53847,13.56051,5233230,2287.625,1317.724,1511.789,0.00486209355415205,2254.38532384711,5042.67509211423,11,0.000442008504922913,20,2018-10-20 06:00:00,2018,10,6,"Amud_2018","fall"
"9163","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-21T06:00:00Z",28.51983,13.53486,5248343,2290.926,1315.78,1508.867,0.0193462826680586,2257.69131533,5107.48970815782,11,0.00175875296982351,21,2018-10-21 06:00:00,2018,10,6,"Amud_2018","fall"
"9177","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-22T06:00:00Z",28.5138,13.53648,5248356,2290.929,1315.117,1509.027,0.0290889784239772,2257.71241214362,5171.56832702409,11,0.00264445258399793,22,2018-10-22 06:00:00,2018,10,6,"Amud_2018","fall"
"9191","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-23T06:00:00Z",28.32602,13.68032,5203422,2281.101,1294.16,1524.428,0.0996448004523052,2248.61167125058,5217.70188424966,11,0.00905861822293683,23,2018-10-23 06:00:00,2018,10,6,"Amud_2018","fall"
"9205","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-24T06:00:00Z",28.54553,13.50527,5259478,2293.355,1318.685,1505.656,4.72856086188621,2260.00273796312,5262.78277045405,11,0.429869169262383,24,2018-10-24 06:00:00,2018,10,6,"Amud_2018","fall"
"9219","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-25T06:00:00Z",28.58293,13.6656,5175792,2275.037,1322.205,1523.653,0.0139266713569331,2241.85799918922,5313.83462959835,11,0.00126606103244846,25,2018-10-25 06:00:00,2018,10,6,"Amud_2018","fall"
"9233","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-26T06:00:00Z",28.54073,13.52964,5248113,2290.876,1318.078,1508.356,1.64043308389948,2257.57779218776,5367.07081558521,11,0.149130280354498,26,2018-10-26 06:00:00,2018,10,6,"Amud_2018","fall"
"9247","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-27T06:00:00Z",28.52959,13.53355,5247680,2290.781,1316.849,1508.754,0.0100737079778302,2257.51880360767,5444.71683903976,11,0.000915791634348204,27,2018-10-27 06:00:00,2018,10,6,"Amud_2018","fall"
"9261","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-28T05:00:00Z",28.52528,13.52411,5252906,2291.922,1316.412,1507.687,0.00464354324728215,2258.65423274498,5503.92236222722,10,0.000464354324728215,28,2018-10-28 05:00:00,2018,10,5,"Amud_2018","fall"
"9275","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-29T05:00:00Z",28.52471,13.5256,5252250,2291.779,1316.344,1507.851,0.00464352969348849,2258.51484254427,5533.4756525519,11,0.000422139063044408,29,2018-10-29 05:00:00,2018,10,5,"Amud_2018","fall"
"9289","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-30T05:00:00Z",28.52175,13.52083,5254992,2292.377,1316.038,1507.31,0.00464357397082896,2259.11349766387,5567.80963402836,11,0.000422143088257178,30,2018-10-30 05:00:00,2018,10,5,"Amud_2018","fall"
"9303","Amud_2018_fall","efrat-israel",180318,"Amud","2018-10-31T05:00:00Z",28.52249,13.52249,5254078,2292.178,1316.113,1507.497,0.0141191117672751,2258.91440237167,5609.05096874849,11,0.00128355561520682,31,2018-10-31 05:00:00,2018,10,5,"Amud_2018","fall"
"9317","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-01T05:00:00Z",28.52526,13.52408,5252921,2291.925,1316.41,1507.684,0.167209418996895,2258.65804187519,5627.84070404183,11,0.015200856272445,1,2018-11-01 05:00:00,2018,11,5,"Amud_2018","fall"
"9331","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-02T05:00:00Z",28.51499,13.5266,5253059,2291.955,1315.281,1507.93,0.00839773247801183,2258.71895143345,5662.86643386176,11,0.000763430225273803,2,2018-11-02 05:00:00,2018,11,5,"Amud_2018","fall"
"9345","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-03T05:00:00Z",28.52321,13.52637,5252070,2291.74,1316.178,1507.932,0.00927434048447692,2258.48121607267,5696.9854312386,11,0.000843121862225175,3,2018-11-03 05:00:00,2018,11,5,"Amud_2018","fall"
"9359","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-04T05:00:00Z",28.5233,13.52636,5252064,2291.738,1316.188,1507.931,0.0117890492249421,2258.47940576641,5749.62961573562,11,0.00107173174772201,4,2018-11-04 05:00:00,2018,11,5,"Amud_2018","fall"
"9373","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-05T05:00:00Z",28.52372,13.52606,5252155,2291.758,1316.235,1507.899,0.00392968684759987,2258.49774404051,5820.52591747711,11,0.000357244258872715,5,2018-11-05 05:00:00,2018,11,5,"Amud_2018","fall"
"9387","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-06T05:00:00Z",28.244,13.39432,5355544,2314.205,1286.174,1492.301,0.00887377573038493,2281.45515405046,5868.61540235545,11,0.000806706884580448,6,2018-11-06 05:00:00,2018,11,5,"Amud_2018","fall"
"9401","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-07T05:00:00Z",28.52317,13.52636,5252079,2291.741,1316.174,1507.931,0.00856499307689935,2258.48354791934,5912.50981546331,11,0.000778635734263578,7,2018-11-07 05:00:00,2018,11,5,"Amud_2018","fall"
"9415","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-08T05:00:00Z",28.52374,13.52611,5252126,2291.752,1316.237,1507.905,0.00216503443374897,2258.49182014086,5963.13024077055,11,0.000196821312158997,8,2018-11-08 05:00:00,2018,11,5,"Amud_2018","fall"
"9429","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-09T05:00:00Z",28.29355,13.42194,5334959,2309.753,1291.487,1495.537,0.882047429559711,2276.91983561831,6004.2899529593,11,0.0801861299599737,9,2018-11-09 05:00:00,2018,11,5,"Amud_2018","fall"
"9443","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-10T05:00:00Z",28.51769,13.52122,5255344,2292.454,1315.594,1507.34,0.0116949717700254,2259.20165590137,6068.95358633556,11,0.00106317925182049,10,2018-11-10 05:00:00,2018,11,5,"Amud_2018","fall"
"9457","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-11T05:00:00Z",28.52118,13.5197,5255626,2292.515,1315.98,1507.182,0.00738989615336851,2259.2511379152,6137.7345105757,11,0.000671808741215319,11,2018-11-11 05:00:00,2018,11,5,"Amud_2018","fall"
"9471","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-12T05:00:00Z",28.24398,13.39437,5355524,2314.2,1286.172,1492.306,0.0562103397138998,2281.45053925328,6186.3600362753,11,0.0051100308830818,12,2018-11-12 05:00:00,2018,11,5,"Amud_2018","fall"
"9485","Amud_2018_fall","efrat-israel",180318,"Amud","2018-11-13T05:00:00Z",27.20603,11.00979,6764388,2600.844,1179.189,1224.107,2.01781842175676,2567.15697534306,6505.35569197646,11,0.183438038341524,13,2018-11-13 05:00:00,2018,11,5,"Amud_2018","fall"
"9499","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-04T00:00:00Z",20.53867,40.1335,0.144724,0.3804261,460.6977,4442.677,0,0.319232782790295,3448.27712751097,2,0,4,2015-09-04 00:00:00,2015,9,0,"Aoos_2015","fall"
"9509","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-05T05:00:00Z",23.39383,41.16617,71610.6,267.6016,700.8262,4559.966,0,267.122485115503,3726.16962580093,6,0,5,2015-09-05 05:00:00,2015,9,5,"Aoos_2015","fall"
"9519","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-06T02:00:00Z",26.35594,41.31481,259162.6,509.0802,948.3771,4587.562,2.5930288362233,508.419243511573,3983.19848099689,4,0.648257209055826,6,2015-09-06 02:00:00,2015,9,2,"Aoos_2015","fall"
"9529","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-07T03:00:00Z",26.34925,41.67391,269368.6,519.0073,945.3423,4627.416,276.426962837128,518.314409993691,4535.10909158677,4,69.1067407092821,7,2015-09-07 03:00:00,2015,9,3,"Aoos_2015","fall"
"9542","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-08T05:00:00Z",31.41017,40.1165,862788.2,928.8639,1387.916,4492.977,0.0466170264593296,926.012543568139,5041.12651142884,6,0.00776950440988827,8,2015-09-08 05:00:00,2015,9,5,"Aoos_2015","fall"
"9553","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-09T05:00:00Z",31.749,40.09267,918040.2,958.1441,1417.194,4493.81,0.0281418258851933,955.01386687795,5089.68741765161,6,0.00469030431419888,9,2015-09-09 05:00:00,2015,9,5,"Aoos_2015","fall"
"9566","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-10T05:00:00Z",32.85283,38.56717,1164317,1079.035,1534.203,4335.975,0.0231293979549933,1074.66316475617,5295.56289354143,6,0.00385489965916555,10,2015-09-10 05:00:00,2015,9,5,"Aoos_2015","fall"
"9577","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-11T05:00:00Z",34.77317,37.2015,1655354,1286.606,1725.366,4207.268,0.0188669988444987,1279.28688773242,5533.10740759354,6,0.00314449980741645,11,2015-09-11 05:00:00,2015,9,5,"Aoos_2015","fall"
"9592","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-12T05:00:00Z",36.2475,37.67117,1953177,1397.561,1848.579,4280.485,0.0149979403587814,1387.83155923885,5718.35157724127,6,0.00249965672646356,12,2015-09-12 05:00:00,2015,9,5,"Aoos_2015","fall"
"9602","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-13T04:00:00Z",38.07417,35.982,2618590,1618.206,2046.128,4119.683,0,1603.37302859406,5968.78285447862,6,0,13,2015-09-13 04:00:00,2015,9,4,"Aoos_2015","fall"
"9615","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-14T02:00:00Z",38.11409,33.7126,3004443,1733.333,2094.726,3864.896,0.177664679061099,1716.49352443722,6225.61115783214,4,0.0444161697652748,14,2015-09-14 02:00:00,2015,9,2,"Aoos_2015","fall"
"9627","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-15T05:00:00Z",37.42633,31.97283,3178219,1782.756,2061.332,3657.977,0,1766.24306499958,6462.07704031831,6,0,15,2015-09-15 05:00:00,2015,9,5,"Aoos_2015","fall"
"9638","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-16T05:00:00Z",35.906,30.2275,3201320,1789.223,1942.364,3439.815,0.407398809579841,1775.25614156021,6713.62301525924,6,0.0678998015966401,16,2015-09-16 05:00:00,2015,9,5,"Aoos_2015","fall"
"9649","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-17T05:00:00Z",33.6965,29.35817,2900890,1703.2,1737.618,3315.606,0,1693.69757263058,6950.30875256462,6,0,17,2015-09-17 05:00:00,2015,9,5,"Aoos_2015","fall"
"9662","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-18T05:00:00Z",31.502,28.35467,2738298,1654.78,1532.368,3181.754,0.234461349661941,1648.71494948224,7310.13804161515,6,0.0390768916103236,18,2015-09-18 05:00:00,2015,9,5,"Aoos_2015","fall"
"9673","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-19T05:00:00Z",30.16683,25.57283,3429495,1851.89,1423.172,2860.439,0,1846.73946263382,7650.34606124597,6,0,19,2015-09-19 05:00:00,2015,9,5,"Aoos_2015","fall"
"9686","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-20T05:00:00Z",28.37983,24.15617,3691221,1921.255,1251.092,2691.386,0,1918.1800739235,7893.80380738407,6,0,20,2015-09-20 05:00:00,2015,9,5,"Aoos_2015","fall"
"9697","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-21T05:00:00Z",26.16683,21.42917,4590991,2142.66,1035.969,2378.492,0,2141.6242852216,8277.57509621161,6,0,21,2015-09-21 05:00:00,2015,9,5,"Aoos_2015","fall"
"9710","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-22T02:00:00Z",22.71738,18.19204,5954437,2440.172,681.6306,2012.282,0.0321525154047418,2441.43010996675,8803.54143004516,3,0.0107175051349139,22,2015-09-22 02:00:00,2015,9,2,"Aoos_2015","fall"
"9721","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-23T00:00:00Z",20.54583,16.66317,6760380,2600.073,451.5707,1842.349,2.88021953403337,2601.64355745511,9092.91198487235,2,1.44010976701669,23,2015-09-23 00:00:00,2015,9,0,"Aoos_2015","fall"
"9735","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-24T00:00:00Z",19.06633,15.1925,7656209,2766.986,292.2689,1680.536,0,2768.0906897141,9357.77520520432,2,0,24,2015-09-24 00:00:00,2015,9,0,"Aoos_2015","fall"
"9746","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-25T00:00:00Z",18.25533,14.505,8114544,2848.604,204.16,1605.354,0,2849.16209369699,9484.9892022121,2,0,25,2015-09-25 00:00:00,2015,9,0,"Aoos_2015","fall"
"9759","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-26T00:00:00Z",18.02117,13.94517,8482323,2912.443,178.1087,1543.68,0.892349502128493,2912.79152642866,9595.98535733898,2,0.446174751064247,26,2015-09-26 00:00:00,2015,9,0,"Aoos_2015","fall"
"9770","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-27T00:00:00Z",17.69633,13.74817,8627843,2937.319,142.6722,1522.326,0,2937.35586190603,9652.61725124105,2,0,27,2015-09-27 00:00:00,2015,9,0,"Aoos_2015","fall"
"9783","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-28T00:00:00Z",17.69383,13.75217,8625407,2936.904,142.4076,1522.772,0.190214986469525,2936.93805230296,9665.45191655668,1,0.190214986469525,28,2015-09-28 00:00:00,2015,9,0,"Aoos_2015","fall"
"9794","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-29T00:00:00Z",17.69617,13.75767,8621702,2936.273,142.6693,1523.378,0,2936.31014176842,9682.27273748136,2,0,29,2015-09-29 00:00:00,2015,9,0,"Aoos_2015","fall"
"9808","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-09-30T00:00:00Z",17.69717,13.7515,8625639,2936.944,142.7682,1522.693,7.26699765237827,2936.98102831244,9729.17876262724,1,7.26699765237827,30,2015-09-30 00:00:00,2015,9,0,"Aoos_2015","fall"
"9819","Aoos_2015_fall","oppel-balkans",118154,"Aoos","2015-10-01T00:00:00Z",17.69717,13.7515,8625639,2936.944,142.7682,1522.693,0,2936.98102831244,9736.76127280069,2,0,1,2015-10-01 00:00:00,2015,10,0,"Aoos_2015","fall"
"9832","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-09-21T00:00:00Z",20.53683,40.1325,0.03753549,0.1937408,460.5404,4442.566,0.0289776994064097,82.8919909679124,3777.40593939989,2,0.0144888497032049,21,2016-09-21 00:00:00,2016,9,0,"Aoos_2016","fall"
"9835","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-09-22T17:00:00Z",23.02283,40.96783,52985.48,230.1858,670.2108,4537.156,134.08592256433,147.808300957077,4007.95556196094,19,7.05715381917526,22,2016-09-22 17:00:00,2016,9,17,"Aoos_2016","fall"
"9839","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-09-23T03:00:00Z",23.75342,41.05407,84656.49,290.9579,731.3899,4548.412,1.48825950707272,209.239336785087,4077.55770875003,4,0.372064876768179,23,2016-09-23 03:00:00,2016,9,3,"Aoos_2016","fall"
"9849","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-09-24T05:00:00Z",26.23717,41.1075,244583.1,494.5534,939.8212,4563.926,0.0134397244826935,415.029378035337,4292.25898004768,6,0.00223995408044891,24,2016-09-24 05:00:00,2016,9,5,"Aoos_2016","fall"
"9858","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-09-25T05:00:00Z",28.25917,39.20717,450428.4,671.1396,1127.085,4364.953,9.05022746797844,605.654551412143,4593.60962757136,6,1.50837124466307,25,2016-09-25 05:00:00,2016,9,5,"Aoos_2016","fall"
"9871","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-09-26T05:00:00Z",30.23517,39.06067,710499.2,842.9112,1299.716,4364.319,0.0405124286984775,774.753220361954,4779.01966673969,6,0.00675207144974625,26,2016-09-26 05:00:00,2016,9,5,"Aoos_2016","fall"
"9882","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-09-27T05:00:00Z",31.87667,38.58183,989827.2,994.9006,1448.603,4326.905,2.86210750890345,926.371662770777,4946.35090890753,6,0.477017918150575,27,2016-09-27 05:00:00,2016,9,5,"Aoos_2016","fall"
"9895","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-09-28T02:00:00Z",34.15414,36.78577,1562858,1250.143,1676.568,4152.812,8.26657349283629,1184.64833882556,5279.3492677531,3,2.7555244976121,28,2016-09-28 02:00:00,2016,9,2,"Aoos_2016","fall"
"9907","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-09-29T04:00:00Z",37.24269,35.25822,2495508,1579.718,1984.02,4025.057,0.417040410363102,1509.08865247513,5685.80020005753,5,0.0834080820726203,29,2016-09-29 04:00:00,2016,9,4,"Aoos_2016","fall"
"9920","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-09-30T02:00:00Z",36.87803,33.07555,2785104,1668.863,1989.631,3774.09,0.655397456302725,1606.59492124364,6023.94693239297,3,0.218465818767575,30,2016-09-30 02:00:00,2016,9,2,"Aoos_2016","fall"
"9932","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-10-01T05:00:00Z",36.251,30.71417,3163940,1778.747,1968.542,3499.254,0.218937264235926,1726.30803183576,6299.96476424919,6,0.0364895440393211,1,2016-10-01 05:00:00,2016,10,5,"Aoos_2016","fall"
"9944","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-10-02T05:00:00Z",33.5545,29.56017,2812001,1676.902,1721.178,3336.733,0.521837993221494,1642.28636694693,6594.49677331081,6,0.0869729988702489,2,2016-10-02 05:00:00,2016,10,5,"Aoos_2016","fall"
"9954","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-10-03T05:00:00Z",31.72617,28.623,2700782,1643.405,1551.832,3213.74,0.0156464643692678,1621.63212190789,6878.96185941774,6,0.00260774406154464,3,2016-10-03 05:00:00,2016,10,5,"Aoos_2016","fall"
"9967","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-10-04T05:00:00Z",30.92533,26.60617,3196548,1787.889,1491.134,2981.518,0.807254847923608,1775.43467079321,7119.79075859019,6,0.134542474653935,4,2016-10-04 05:00:00,2016,10,5,"Aoos_2016","fall"
"9978","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-10-05T05:00:00Z",29.02467,23.86833,3903314,1975.681,1318.838,2662.955,0.449266892215022,1978.52307169753,7483.75348742038,6,0.0748778153691704,5,2016-10-05 05:00:00,2016,10,5,"Aoos_2016","fall"
"9990","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-10-06T05:00:00Z",26.104,21.1105,4732990,2175.544,1030.585,2342.904,0.017661934680305,2196.26375045539,7927.92593710248,6,0.00294365578005083,6,2016-10-06 05:00:00,2016,10,5,"Aoos_2016","fall"
"10001","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-10-07T03:00:00Z",22.68341,18.49487,5791106,2406.472,677.7271,2045.766,0.163576541739061,2442.96962722144,8391.34569890928,4,0.0408941354347654,7,2016-10-07 03:00:00,2016,10,3,"Aoos_2016","fall"
"10014","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-10-08T00:00:00Z",20.112,15.92883,7191600,2681.716,404.9547,1761.265,0.411275655562485,2726.54780262903,8792.62217224217,1,0.411275655562485,8,2016-10-08 00:00:00,2016,10,0,"Aoos_2016","fall"
"10026","Aoos_2016_fall","oppel-balkans",118154,"Aoos","2016-10-09T00:00:00Z",17.63033,13.37183,8877408,2979.498,134.9508,1480.74,0,3028.92682362578,9188.28733649853,2,0,9,2016-10-09 00:00:00,2016,10,0,"Aoos_2016","fall"
"10040","Aoos_2017_fall","oppel-balkans",118154,"Aoos","2017-09-13T10:00:00Z",20.53817,40.13367,0.1343712,0.3665668,460.6552,4442.696,14.7580565945518,50.7766399387947,2584.20440919326,44,0.335410377148904,13,2017-09-13 10:00:00,2017,9,10,"Aoos_2017","fall"
"10048","Aoos_2017_fall","oppel-balkans",118154,"Aoos","2017-09-14T05:00:00Z",25.0345,41.2495,160004.1,400.0052,838.0618,4574.309,0.0188801644886112,446.064810342212,2997.83647890041,6,0.0031466940814352,14,2017-09-14 05:00:00,2017,9,5,"Aoos_2017","fall"
"10055","Aoos_2017_fall","oppel-balkans",118154,"Aoos","2017-09-15T05:00:00Z",26.848,40.09717,289810.2,538.3402,998.6235,4454.963,0,588.187862365246,3240.10645709189,6,0,15,2017-09-15 05:00:00,2017,9,5,"Aoos_2017","fall"
"10066","Aoos_2017_fall","oppel-balkans",118154,"Aoos","2017-09-16T05:00:00Z",29.38767,38.91867,598887.9,773.8785,1227.681,4341.346,0.0350090454891326,823.175349555089,3508.20239235682,6,0.00583484091485543,16,2017-09-16 05:00:00,2017,9,5,"Aoos_2017","fall"
"10074","Aoos_2017_fall","oppel-balkans",118154,"Aoos","2017-09-17T05:00:00Z",30.80633,38.4955,820622.3,905.8821,1356.081,4306.646,0,954.20448399196,3642.22879020051,6,0,17,2017-09-17 05:00:00,2017,9,5,"Aoos_2017","fall"
"10084","Aoos_2017_fall","oppel-balkans",118154,"Aoos","2017-09-18T05:00:00Z",32.59917,36.99083,1234050,1110.878,1534.107,4157.334,0.0403314808368542,1156.7413336318,3877.41919844869,6,0.00672191347280903,18,2017-09-18 05:00:00,2017,9,5,"Aoos_2017","fall"
